entry_id,paper_id,doi
67,https://openalex.org/W2789909988,https://doi.org/10.15585/mmwr.mm6711e1
68,https://openalex.org/W2338401152,https://doi.org/10.3747/co.23.2846
69,https://openalex.org/W3192413641,
70,https://openalex.org/W3006340846,https://doi.org/10.48550/arxiv.2002.06803
71,https://openalex.org/W2171487630,
72,https://openalex.org/W2080044089,https://doi.org/10.4028/www.scientific.net/amr.261-263.515
73,https://openalex.org/W4237624294,https://doi.org/10.1021/cr990233c
74,https://openalex.org/W570555593,
75,https://openalex.org/W2467617132,https://doi.org/
76,https://openalex.org/W3181596338,https://doi.org/10.1080/15440478.2021.1941485
77,https://openalex.org/W2100191225,https://doi.org/10.1002/anie.199210681
78,https://openalex.org/W2143681385,https://doi.org/10.1348/000709905x49719
79,https://openalex.org/W2060621930,https://doi.org/10.1111/j.1751-1097.1973.tb06385.x
80,https://openalex.org/W4286668860,https://doi.org/10.24076/nsjis.v5i1.660
81,https://openalex.org/W2164372289,https://doi.org/10.1080/13825580490511080
82,https://openalex.org/W4399477298,https://doi.org/10.1088/1402-4896/ad5651
83,https://openalex.org/W608600187,
84,https://openalex.org/W2035195478,https://doi.org/10.1111/j.1468-5957.2006.01098.x
85,https://openalex.org/W3214707091,https://doi.org/10.1063/5.0064023
86,https://openalex.org/W2026893793,https://doi.org/10.1016/s0022-5347(05)66053-3
87,https://openalex.org/W3199093905,https://doi.org/10.1242/dmm.049268
88,https://openalex.org/W2470751319,
89,https://openalex.org/W2012086017,https://doi.org/10.1002/jpln.201400396
90,https://openalex.org/W2058404941,https://doi.org/10.1068/a091033
91,https://openalex.org/W4404963740,https://doi.org/10.1148/radiol.240169
92,https://openalex.org/W2081616117,https://doi.org/10.1039/b210887a
93,https://openalex.org/W2107080287,https://doi.org/10.1155/2010/310610
94,https://openalex.org/W4310954030,https://doi.org/10.22038/ijorl.2022.40429.2532
95,https://openalex.org/W1980792478,https://doi.org/10.1103/physrevd.88.083520
96,https://openalex.org/W2117900501,https://doi.org/10.1161/circep.111.964197
97,https://openalex.org/W1961497476,https://doi.org/10.1093/clinchem/32.10.1895
98,https://openalex.org/W2047143679,https://doi.org/10.1103/physrev.113.1379
99,https://openalex.org/W2895651895,https://doi.org/10.1080/00131857.2018.1516138
100,https://openalex.org/W2795534239,https://doi.org/10.48550/arxiv.1804.01973
101,https://openalex.org/W2089279117,https://doi.org/10.1002/rcm.964
102,https://openalex.org/W2092811160,https://doi.org/10.1097/00042752-199501000-00004
103,https://openalex.org/W4312699875,https://doi.org/10.22225/arj.2.1.2022.10-14
104,https://openalex.org/W2070231479,https://doi.org/10.1164/ajrccm/137.1.167
105,https://openalex.org/W2365300141,
106,https://openalex.org/W1606386682,https://doi.org/10.23919/ecc.2009.7074656
107,https://openalex.org/W73255534,
108,https://openalex.org/W4220918363,https://doi.org/10.3389/fneur.2022.852486
109,https://openalex.org/W2156225673,https://doi.org/10.2967/jnmt.113.122648
110,https://openalex.org/W2891373876,https://doi.org/10.1109/vss.2018.8460227
111,https://openalex.org/W2050031510,https://doi.org/10.1002/masy.19920540118
112,https://openalex.org/W2885104985,https://doi.org/10.1109/icufn.2018.8436595
113,https://openalex.org/W2021349659,https://doi.org/10.1185/03007998109114257
114,https://openalex.org/W2897795388,
115,https://openalex.org/W2058123619,https://doi.org/10.1038/ki.2012.76
116,https://openalex.org/W4295914617,https://doi.org/10.54991/jop.1969.823
117,https://openalex.org/W3046377525,https://doi.org/10.1080/23744235.2020.1799070
118,https://openalex.org/W2114803937,https://doi.org/10.3983/twc.2009.0120
119,https://openalex.org/W1504541031,
120,https://openalex.org/W1974675549,https://doi.org/10.1002/eji.1830180419
121,https://openalex.org/W2011203802,https://doi.org/10.1021/ic701663j
122,https://openalex.org/W2033123198,https://doi.org/10.3382/ps.2008-00129
123,https://openalex.org/W3216349085,https://doi.org/10.1109/taes.2021.3098159
124,https://openalex.org/W2949282956,https://doi.org/10.1103/physreva.101.013803
125,https://openalex.org/W1160605655,https://doi.org/10.1360/sb1995-40-8-650
126,https://openalex.org/W2035999026,https://doi.org/10.1002/pola.1987.080250518
127,https://openalex.org/W2803319607,https://doi.org/10.19080/oroaj.2018.10.555781
128,https://openalex.org/W2106973483,https://doi.org/10.3390/s140915687
129,https://openalex.org/W2787786614,https://doi.org/10.29252/nirp.bcn.9.1.43
130,https://openalex.org/W1967598304,https://doi.org/10.1111/j.1365-2257.2004.00612.x
131,https://openalex.org/W4252661876,https://doi.org/10.1080/1102648060017202
132,https://openalex.org/W2885335151,https://doi.org/10.2500/aap.2018.39.4147
133,https://openalex.org/W2368673051,
134,https://openalex.org/W2002367368,https://doi.org/10.3402/tellusa.v50i1.14512
135,https://openalex.org/W2087896514,https://doi.org/10.1159/000362203
136,https://openalex.org/W2536471292,https://doi.org/10.1109/ias.2001.955958
137,https://openalex.org/W2205684842,
138,https://openalex.org/W1989493875,https://doi.org/10.1103/physrevb.21.1385
139,https://openalex.org/W3215419997,https://doi.org/10.1088/1755-1315/912/1/012096
140,https://openalex.org/W3126806859,https://doi.org/10.1111/irv.12831
141,https://openalex.org/W213623995,https://doi.org/10.22004/ag.econ.289791
142,https://openalex.org/W1796823929,https://doi.org/10.5555/1357910.1358005
143,https://openalex.org/W2050543992,https://doi.org/10.1136/bmj.e7915
144,https://openalex.org/W3204167724,https://doi.org/10.1155/2021/4213837
145,https://openalex.org/W2625389800,https://doi.org/10.1521/bumc.2017.81.2.107
146,https://openalex.org/W2767334509,https://doi.org/10.1377/hlthaff.2017.0553
147,https://openalex.org/W3023888219,https://doi.org/10.1109/tap.2020.2989555
148,https://openalex.org/W2897676853,https://doi.org/10.1002/jppr.1499
149,https://openalex.org/W4388273567,https://doi.org/10.1101/2023.10.24.23297407
150,https://openalex.org/W2050358181,https://doi.org/10.1021/am303149r
151,https://openalex.org/W2756697892,
152,https://openalex.org/W2096258063,https://doi.org/10.1111/pcmr.12095
153,https://openalex.org/W2049828355,https://doi.org/10.1016/j.proeng.2013.04.071
154,https://openalex.org/W2108130372,https://doi.org/10.1177/0038038504043215
155,https://openalex.org/W2774762888,https://doi.org/10.19105/ojbs.v11i2.1501
156,https://openalex.org/W4412493379,https://doi.org/10.1073/pnas.2501541122
157,https://openalex.org/W3112446630,https://doi.org/10.1117/12.2563075
158,https://openalex.org/W1985168361,https://doi.org/10.1098/rspb.1983.0094
159,https://openalex.org/W4312097856,https://doi.org/10.1371/journal.pcbi.1010798
160,https://openalex.org/W2071742653,https://doi.org/10.4028/www.scientific.net/amr.886.584
161,https://openalex.org/W2970277047,https://doi.org/10.1080/21674736.2019.1641646
162,https://openalex.org/W2000625944,https://doi.org/10.1080/00022470.1979.10470750
163,https://openalex.org/W3093534034,https://doi.org/10.6023/a20060280
164,https://openalex.org/W2295585505,https://doi.org/10.7161/anajas.2014.29.3.167-173
